,la_code,reporting_year,academic_year,region_code,region_name,la_name,pt_ks2_expectations,pt_ks4_expectations,avg_p8score,num_convictions,num_placed_inside_la,pt_convictions,pt_placed_inside_la,num_substance,num_private_provis,pt_substance,pt_private_provis,num_3_more_placemts,pt_3_more_placemts,inspection_date,ofsted_overall,ofsted_leaders,ofsted_help_protection,ofsted_care,cla_budget,number_in_care,number_in_care_filled,num_convictions_filled,num_placed_inside_la_filled,num_substance_filled,num_private_provis_filled,num_3_more_placemts_filled,pt_convictions_filled,pt_placed_inside_la_filled,pt_substance_filled,pt_private_provis_filled,pt_3_more_placemts_filled,pt_ks2_expectations_filled,pt_ks4_expectations_filled,avg_p8score_filled,per_child_spend,cla_budget_filled,ofsted_overall_filled,ofsted_leaders_filled,ofsted_care_filled,ofsted_help_protection_filled,budget_per_child
594,E09000024,2019,201819.0,E13000002,Outer London,Merton,,,-2.39,,49.0,,31.0,,74.0,,47.0,17.0,11.0,,,,,,10753.0,159.0,159.0,2.0,49.0,2.0,74.0,17.0,1.257861635220126,31.0,1.257861635220126,47.0,11.0,46.666666666666664,25.6,-2.39,67.62893081761007,10753.0,4.0,4.0,4.0,3.0,67.62893081761007
445,E09000024,2020,201920.0,E13000002,Outer London,Merton,,46.2,,,64.0,,42.0,11.0,64.0,12.0,42.0,17.0,11.0,,,,,,10979.0,154.0,154.0,6.0,64.0,11.0,64.0,17.0,3.896103896103896,42.0,12.0,42.0,11.0,48.77777777777778,46.2,-1.3151923076923078,71.29220779220779,10979.0,4.0,4.0,4.0,3.0,71.29220779220779
294,E09000024,2021,202021.0,E13000002,Outer London,Merton,,,,0.0,50.0,0.0,35.0,,68.0,,48.0,13.0,9.0,,,,,,11234.0,142.0,142.0,0.0,50.0,3.0,68.0,13.0,0.0,35.0,2.112676056338028,48.0,9.0,48.77777777777778,36.49090909090909,-1.3151923076923078,79.11267605633803,11234.0,4.0,4.0,4.0,3.0,79.11267605633803
144,E09000024,2022,202122.0,E13000002,Outer London,Merton,,,-1.66,,43.0,,35.0,,55.0,,45.0,13.0,11.0,28/02/2022,4.0,4.0,3.0,4.0,11063.0,122.0,122.0,4.0,43.0,5.0,55.0,13.0,3.278688524590164,35.0,4.098360655737705,45.0,11.0,47.333333333333336,31.557142857142857,-1.66,90.68032786885246,11063.0,4.0,4.0,4.0,3.0,90.68032786885246
603,E06000002,2018,201718.0,E12000001,North East,Middlesbrough,50.0,,-1.32,10.0,218.0,5.0,47.0,,147.0,,32.0,32.0,7.0,,,,,,21586.0,466.0,466.0,10.0,218.0,4.0,147.0,32.0,5.0,47.0,0.8583690987124464,32.0,7.0,50.0,21.266666666666666,-1.32,46.32188841201717,21586.0,2.0,2.0,2.0,2.0,46.32188841201717
454,E06000002,2019,201819.0,E12000001,North East,Middlesbrough,45.0,,-1.72,9.0,237.0,4.0,46.0,0.0,168.0,0.0,32.0,47.0,9.0,,,,,,23076.0,518.0,518.0,9.0,237.0,0.0,168.0,47.0,4.0,46.0,0.0,32.0,9.0,45.0,22.14,-1.72,44.54826254826255,23076.0,2.0,2.0,2.0,2.0,44.54826254826255
303,E06000002,2020,201920.0,E12000001,North East,Middlesbrough,,31.6,,7.0,294.0,3.0,48.0,,191.0,,31.0,64.0,10.0,,,,,,25440.0,618.0,618.0,7.0,294.0,3.0,191.0,64.0,3.0,48.0,0.48543689320388345,31.0,10.0,43.77272727272727,31.6,-1.4188888888888889,41.16504854368932,25440.0,2.0,2.0,2.0,2.0,41.16504854368932
153,E06000002,2021,202021.0,E12000001,North East,Middlesbrough,,28.6,,,273.0,,48.0,15.0,188.0,3.0,33.0,68.0,12.0,,,,,,28462.0,570.0,570.0,6.0,273.0,15.0,188.0,68.0,1.0526315789473684,48.0,3.0,33.0,12.0,43.77272727272727,28.6,-1.4188888888888889,49.93333333333333,28462.0,2.0,2.0,2.0,2.0,49.93333333333333
4,E06000002,2022,202122.0,E12000001,North East,Middlesbrough,35.0,21.2,-1.56,6.0,229.0,2.0,46.0,,175.0,,35.0,64.0,13.0,13/03/2023,2.0,2.0,2.0,2.0,30422.0,502.0,502.0,6.0,229.0,1.0,175.0,64.0,2.0,46.0,0.199203187250996,35.0,13.0,35.0,21.2,-1.56,60.601593625498005,30422.0,2.0,2.0,2.0,2.0,60.601593625498005
691,E06000042,2018,201718.0,E12000008,South East,Milton Keynes,30.0,,-1.64,,245.0,,62.0,7.0,113.0,2.0,29.0,44.0,11.0,,,,,,19646.0,394.0,394.0,4.0,245.0,7.0,113.0,44.0,1.015228426395939,62.0,2.0,29.0,11.0,30.0,23.857142857142858,-1.64,49.86294416243655,19646.0,2.0,2.0,2.0,2.0,49.86294416243655
542,E06000042,2019,201819.0,E12000008,South East,Milton Keynes,50.0,,-1.34,,226.0,,59.0,6.0,115.0,2.0,30.0,42.0,11.0,,,,,,21250.0,382.0,382.0,4.0,226.0,6.0,115.0,42.0,1.0471204188481675,59.0,2.0,30.0,11.0,50.0,13.566666666666668,-1.34,55.6282722513089,21250.0,2.0,2.0,2.0,2.0,55.6282722513089
391,E06000042,2020,201920.0,E12000008,South East,Milton Keynes,,25.0,,,234.0,,58.0,,130.0,,32.0,60.0,15.0,,,,,,21064.0,403.0,403.0,2.0,234.0,4.0,130.0,60.0,0.49627791563275436,58.0,0.9925558312655087,32.0,15.0,33.708333333333336,25.0,-1.326851851851852,52.267990074441684,21064.0,2.0,2.0,2.0,2.0,52.267990074441684
241,E06000042,2021,202021.0,E12000008,South East,Milton Keynes,,20.7,,,217.0,,55.0,,140.0,,35.0,48.0,12.0,25/10/2021,2.0,2.0,2.0,2.0,21156.0,395.0,395.0,4.0,217.0,3.0,140.0,48.0,1.0126582278481013,55.0,0.7594936708860759,35.0,12.0,33.708333333333336,20.7,-1.326851851851852,53.55949367088608,21156.0,2.0,2.0,2.0,2.0,53.55949367088608
91,E06000042,2022,202122.0,E12000008,South East,Milton Keynes,,23.5,-1.56,,194.0,,54.0,,149.0,,41.0,56.0,16.0,,,,,,22260.0,361.0,361.0,1.0,194.0,4.0,149.0,56.0,0.2770083102493075,54.0,1.10803324099723,41.0,16.0,30.285714285714285,23.5,-1.56,61.662049861495845,22260.0,2.0,2.0,2.0,2.0,61.662049861495845
604,E08000021,2018,201718.0,E12000001,North East,Newcastle upon Tyne,33.0,26.5,-1.23,15.0,248.0,6.0,44.0,8.0,111.0,2.0,20.0,59.0,10.0,,,,,,23808.0,566.0,566.0,15.0,248.0,8.0,111.0,59.0,6.0,44.0,2.0,20.0,10.0,33.0,26.5,-1.23,42.063604240282686,23808.0,3.0,3.0,3.0,3.0,42.063604240282686
455,E08000021,2019,201819.0,E12000001,North East,Newcastle upon Tyne,57.0,16.3,-1.04,12.0,321.0,5.0,47.0,6.0,130.0,2.0,19.0,68.0,10.0,,,,,,26028.0,678.0,678.0,12.0,321.0,6.0,130.0,68.0,5.0,47.0,2.0,19.0,10.0,57.0,16.3,-1.04,38.389380530973455,26028.0,3.0,3.0,3.0,3.0,38.389380530973455
304,E08000021,2020,201920.0,E12000001,North East,Newcastle upon Tyne,,24.4,,15.0,307.0,5.0,46.0,8.0,96.0,2.0,14.0,73.0,11.0,,,,,,26373.0,663.0,663.0,15.0,307.0,8.0,96.0,73.0,5.0,46.0,2.0,14.0,11.0,43.77272727272727,24.4,-1.4188888888888889,39.77828054298642,26373.0,3.0,3.0,3.0,3.0,39.77828054298642
154,E08000021,2021,202021.0,E12000001,North East,Newcastle upon Tyne,,26.2,,12.0,315.0,4.0,46.0,19.0,86.0,4.0,13.0,51.0,7.0,29/11/2021,3.0,3.0,3.0,3.0,33829.0,682.0,682.0,12.0,315.0,19.0,86.0,51.0,4.0,46.0,4.0,13.0,7.0,43.77272727272727,26.2,-1.4188888888888889,49.60263929618768,33829.0,3.0,3.0,3.0,3.0,49.60263929618768
5,E08000021,2022,202122.0,E12000001,North East,Newcastle upon Tyne,36.0,24.3,-1.37,7.0,331.0,2.0,49.0,11.0,98.0,2.0,15.0,36.0,5.0,,,,,,37666.0,670.0,670.0,7.0,331.0,11.0,98.0,36.0,2.0,49.0,2.0,15.0,5.0,36.0,24.3,-1.37,56.21791044776119,37666.0,3.0,3.0,3.0,3.0,56.21791044776119
724,E09000025,2018,201718.0,E13000001,Inner London,Newham,,18.8,-0.39,,140.0,,35.0,0.0,203.0,0.0,50.0,65.0,16.0,,,,,,28876.0,405.0,405.0,3.0,140.0,0.0,203.0,65.0,0.7407407407407408,35.0,0.0,50.0,16.0,42.75,18.8,-0.39,71.29876543209876,28876.0,3.0,4.0,3.0,3.0,71.29876543209876
575,E09000025,2019,201819.0,E13000001,Inner London,Newham,,26.3,-0.57,,141.0,,37.0,0.0,203.0,0.0,53.0,44.0,12.0,,,,,,30643.0,380.0,380.0,6.0,141.0,0.0,203.0,44.0,1.5789473684210527,37.0,0.0,53.0,12.0,40.75,26.3,-0.57,80.63947368421053,30643.0,3.0,4.0,3.0,3.0,80.63947368421053
426,E09000025,2020,201920.0,E13000001,Inner London,Newham,,28.2,,,127.0,,31.0,0.0,235.0,0.0,57.0,57.0,14.0,,,,,,27679.0,411.0,411.0,6.0,127.0,0.0,235.0,57.0,1.4598540145985401,31.0,0.0,57.0,14.0,45.44444444444444,28.2,-1.3625714285714285,67.34549878345499,27679.0,3.0,4.0,3.0,3.0,67.34549878345499
275,E09000025,2021,202021.0,E13000001,Inner London,Newham,,23.1,,6.0,127.0,3.0,33.0,0.0,226.0,0.0,59.0,33.0,9.0,,,,,,28561.0,382.0,382.0,6.0,127.0,0.0,226.0,33.0,3.0,33.0,0.0,59.0,9.0,45.44444444444444,23.1,-1.3625714285714285,74.76701570680628,28561.0,3.0,4.0,3.0,3.0,74.76701570680628
125,E09000025,2022,202122.0,E13000001,Inner London,Newham,75.0,30.8,-1.05,7.0,152.0,4.0,35.0,0.0,276.0,0.0,64.0,47.0,11.0,18/07/2022,3.0,4.0,3.0,3.0,36032.0,431.0,431.0,7.0,152.0,0.0,276.0,47.0,4.0,35.0,0.0,64.0,11.0,75.0,30.8,-1.05,83.60092807424594,36032.0,3.0,4.0,3.0,3.0,83.60092807424594
678,E10000020,2018,201718.0,E12000006,East of England,Norfolk,32.0,18.3,-1.25,26.0,919.0,4.0,78.0,34.0,510.0,4.0,43.0,117.0,10.0,,,,,,72014.0,1182.0,1182.0,26.0,919.0,34.0,510.0,117.0,4.0,78.0,4.0,43.0,10.0,32.0,18.3,-1.25,60.92554991539763,72014.0,3.0,3.0,3.0,3.0,60.92554991539763
529,E10000020,2019,201819.0,E12000006,East of England,Norfolk,32.0,17.3,-1.02,24.0,928.0,4.0,78.0,14.0,509.0,2.0,43.0,114.0,10.0,,,,,,86542.0,1186.0,1186.0,24.0,928.0,14.0,509.0,114.0,4.0,78.0,2.0,43.0,10.0,32.0,17.3,-1.02,72.96964586846543,86542.0,3.0,3.0,3.0,3.0,72.96964586846543
378,E10000020,2020,201920.0,E12000006,East of England,Norfolk,,23.5,,23.0,888.0,4.0,80.0,16.0,507.0,2.0,46.0,136.0,12.0,,,,,,87666.0,1105.0,1105.0,23.0,888.0,16.0,507.0,136.0,4.0,80.0,2.0,46.0,12.0,34.52173913043478,23.5,-1.1896875,79.33574660633484,87666.0,3.0,3.0,3.0,3.0,79.33574660633484
228,E10000020,2021,202021.0,E12000006,East of England,Norfolk,,27.2,,21.0,866.0,4.0,80.0,9.0,490.0,1.0,45.0,96.0,9.0,,,,,,97027.0,1083.0,1083.0,21.0,866.0,9.0,490.0,96.0,4.0,80.0,1.0,45.0,9.0,34.52173913043478,27.2,-1.1896875,89.59095106186518,97027.0,3.0,3.0,3.0,3.0,89.59095106186518
78,E10000020,2022,202122.0,E12000006,East of England,Norfolk,23.0,21.0,-0.92,,866.0,,80.0,,498.0,,46.0,113.0,10.0,07/11/2022,3.0,3.0,3.0,3.0,96072.0,1089.0,1089.0,4.0,866.0,3.0,498.0,113.0,0.3673094582185491,80.0,0.27548209366391185,46.0,10.0,23.0,21.0,-0.92,88.22038567493112,96072.0,3.0,3.0,3.0,3.0,88.22038567493112
642,E06000012,2018,201718.0,E12000003,Yorkshire and The Humber,North East Lincolnshire,,,-1.31,11.0,261.0,8.0,74.0,18.0,24.0,8.0,7.0,36.0,10.0,,,,,,14683.0,354.0,354.0,11.0,261.0,18.0,24.0,36.0,8.0,74.0,8.0,7.0,10.0,38.714285714285715,20.025,-1.31,41.4774011299435,14683.0,1.0,1.0,1.0,1.0,41.4774011299435
493,E06000012,2019,201819.0,E12000003,Yorkshire and The Humber,North East Lincolnshire,28.0,,-1.58,6.0,339.0,4.0,75.0,16.0,25.0,6.0,6.0,33.0,7.0,,,,,,15880.0,450.0,450.0,6.0,339.0,16.0,25.0,33.0,4.0,75.0,6.0,6.0,7.0,28.0,22.177777777777777,-1.58,35.28888888888889,15880.0,1.0,1.0,1.0,1.0,35.28888888888889
342,E06000012,2020,201920.0,E12000003,Yorkshire and The Humber,North East Lincolnshire,,31.4,,9.0,397.0,4.0,69.0,7.0,78.0,2.0,14.0,52.0,9.0,,,,,,16173.0,572.0,572.0,9.0,397.0,7.0,78.0,52.0,4.0,69.0,2.0,14.0,9.0,34.42857142857143,31.4,-1.1673333333333333,28.274475524475523,16173.0,1.0,1.0,1.0,1.0,28.274475524475523
192,E06000012,2021,202021.0,E12000003,Yorkshire and The Humber,North East Lincolnshire,,,,6.0,393.0,3.0,66.0,20.0,97.0,4.0,16.0,50.0,8.0,04/10/2021,1.0,1.0,1.0,1.0,19422.0,596.0,596.0,6.0,393.0,20.0,97.0,50.0,3.0,66.0,4.0,16.0,8.0,34.42857142857143,30.52857142857143,-1.1673333333333333,32.58724832214765,19422.0,1.0,1.0,1.0,1.0,32.58724832214765
43,E06000012,2022,202122.0,E12000003,Yorkshire and The Humber,North East Lincolnshire,33.0,,-0.94,12.0,373.0,5.0,61.0,13.0,146.0,3.0,24.0,52.0,8.0,,,,,,20533.0,615.0,615.0,12.0,373.0,13.0,146.0,52.0,5.0,61.0,3.0,24.0,8.0,33.0,23.93,-0.94,33.3869918699187,20533.0,1.0,1.0,1.0,1.0,33.3869918699187
643,E06000013,2018,201718.0,E12000003,Yorkshire and The Humber,North Lincolnshire,,0.0,-1.13,,177.0,,78.0,,20.0,,9.0,30.0,13.0,,,,,,9264.0,226.0,226.0,6.0,177.0,4.0,20.0,30.0,2.6548672566371683,78.0,1.7699115044247788,9.0,13.0,38.714285714285715,0.0,-1.13,40.991150442477874,9264.0,4.0,4.0,4.0,4.0,40.991150442477874
494,E06000013,2019,201819.0,E12000003,Yorkshire and The Humber,North Lincolnshire,,,-1.66,,200.0,,80.0,,16.0,,6.0,28.0,11.0,,,,,,9889.0,251.0,251.0,1.0,200.0,4.0,16.0,28.0,0.398406374501992,80.0,1.593625498007968,6.0,11.0,36.0,22.177777777777777,-1.66,39.398406374501995,9889.0,4.0,4.0,4.0,4.0,39.398406374501995
343,E06000013,2020,201920.0,E12000003,Yorkshire and The Humber,North Lincolnshire,,,,,188.0,,81.0,,18.0,,8.0,22.0,10.0,,,,,,10592.0,231.0,231.0,3.0,188.0,6.0,18.0,22.0,1.2987012987012987,81.0,2.5974025974025974,8.0,10.0,34.42857142857143,23.86,-1.1673333333333333,45.85281385281385,10592.0,4.0,4.0,4.0,4.0,45.85281385281385
193,E06000013,2021,202021.0,E12000003,Yorkshire and The Humber,North Lincolnshire,,30.0,,,177.0,,86.0,,10.0,,5.0,16.0,8.0,,,,,,12116.0,207.0,207.0,4.0,177.0,4.0,10.0,16.0,1.932367149758454,86.0,1.932367149758454,5.0,8.0,34.42857142857143,30.0,-1.1673333333333333,58.531400966183575,12116.0,4.0,4.0,4.0,4.0,58.531400966183575
44,E06000013,2022,202122.0,E12000003,Yorkshire and The Humber,North Lincolnshire,,25.0,-0.35,,167.0,,87.0,,,,,16.0,8.0,10/10/2022,4.0,4.0,4.0,4.0,12316.0,192.0,192.0,4.0,167.0,4.0,5.0,16.0,2.083333333333333,87.0,2.083333333333333,2.604166666666667,8.0,27.333333333333332,25.0,-0.35,64.14583333333333,12316.0,4.0,4.0,4.0,4.0,64.14583333333333
708,E06000024,2018,201718.0,E12000009,South West,North Somerset,,,-1.72,6.0,135.0,5.0,57.0,10.0,80.0,6.0,34.0,30.0,13.0,,,,,,11546.0,236.0,236.0,6.0,135.0,10.0,80.0,30.0,5.0,57.0,6.0,34.0,13.0,40.0,23.209633027522937,-1.72,48.92372881355932,11546.0,2.0,2.0,2.0,2.0,48.92372881355932
559,E06000024,2019,201819.0,E12000009,South West,North Somerset,,,-1.96,6.0,133.0,5.0,55.0,6.0,91.0,4.0,38.0,30.0,12.0,,,,,,12479.0,242.0,242.0,6.0,133.0,6.0,91.0,30.0,5.0,55.0,4.0,38.0,12.0,35.75,17.880000000000003,-1.96,51.56611570247934,12479.0,2.0,2.0,2.0,2.0,51.56611570247934
410,E06000024,2020,201920.0,E12000009,South West,North Somerset,,,,8.0,146.0,7.0,63.0,15.0,92.0,9.0,40.0,36.0,16.0,,,,,,13626.0,231.0,231.0,8.0,146.0,15.0,92.0,36.0,7.0,63.0,9.0,40.0,16.0,37.166666666666664,26.055555555555557,-1.333976528059097,58.98701298701299,13626.0,2.0,2.0,2.0,2.0,58.98701298701299
259,E06000024,2021,202021.0,E12000009,South West,North Somerset,,43.8,,,137.0,,64.0,13.0,80.0,8.0,38.0,24.0,11.0,,,,,,14485.0,213.0,213.0,2.0,137.0,13.0,80.0,24.0,0.9389671361502347,64.0,8.0,38.0,11.0,37.166666666666664,43.8,-1.333976528059097,68.00469483568075,14485.0,2.0,2.0,2.0,2.0,68.00469483568075
109,E06000024,2022,202122.0,E12000009,South West,North Somerset,,,-0.59,,141.0,,71.0,7.0,60.0,5.0,30.0,25.0,13.0,13/03/2023,2.0,2.0,2.0,2.0,13802.0,199.0,199.0,1.0,141.0,7.0,60.0,25.0,0.5025125628140703,71.0,5.0,30.0,13.0,35.75,22.571428571428573,-0.59,69.35678391959799,13802.0,2.0,2.0,2.0,2.0,69.35678391959799
605,E08000022,2018,201718.0,E12000001,North East,North Tyneside,53.0,,-1.19,10.0,196.0,6.0,70.0,7.0,33.0,4.0,12.0,35.0,12.0,,,,,,12612.0,282.0,282.0,10.0,196.0,7.0,33.0,35.0,6.0,70.0,4.0,12.0,12.0,53.0,21.266666666666666,-1.19,44.723404255319146,12612.0,4.0,4.0,3.0,4.0,44.723404255319146
456,E08000022,2019,201819.0,E12000001,North East,North Tyneside,,,-2.07,7.0,203.0,5.0,66.0,22.0,37.0,11.0,12.0,41.0,13.0,,,,,,15625.0,308.0,308.0,7.0,203.0,22.0,37.0,41.0,5.0,66.0,11.0,12.0,13.0,49.125,22.14,-2.07,50.73051948051948,15625.0,4.0,4.0,3.0,4.0,50.73051948051948
305,E08000022,2020,201920.0,E12000001,North East,North Tyneside,,37.5,,9.0,188.0,6.0,63.0,18.0,42.0,9.0,14.0,33.0,11.0,09/03/2020,4.0,4.0,4.0,3.0,16496.0,297.0,297.0,9.0,188.0,18.0,42.0,33.0,6.0,63.0,9.0,14.0,11.0,43.77272727272727,37.5,-1.4188888888888889,55.54208754208754,16496.0,4.0,4.0,3.0,4.0,55.54208754208754
155,E08000022,2021,202021.0,E12000001,North East,North Tyneside,,,,,183.0,,63.0,6.0,41.0,3.0,14.0,21.0,7.0,,,,,,18142.0,289.0,289.0,6.0,183.0,6.0,41.0,21.0,2.0761245674740483,63.0,3.0,14.0,7.0,43.77272727272727,31.266666666666666,-1.4188888888888889,62.77508650519031,18142.0,4.0,4.0,3.0,4.0,62.77508650519031
6,E08000022,2022,202122.0,E12000001,North East,North Tyneside,,25.0,-1.37,,231.0,,65.0,15.0,55.0,7.0,16.0,49.0,14.0,,,,,,15659.0,354.0,354.0,5.0,231.0,15.0,55.0,49.0,1.4124293785310735,65.0,7.0,16.0,14.0,39.875,25.0,-1.37,44.23446327683616,15659.0,4.0,4.0,3.0,4.0,44.23446327683616
644,E10000023,2018,201718.0,E12000003,Yorkshire and The Humber,North Yorkshire,,17.5,-0.97,,367.0,,84.0,,26.0,,6.0,56.0,13.0,,,,,,19899.0,437.0,437.0,3.0,367.0,2.0,26.0,56.0,0.6864988558352403,84.0,0.4576659038901602,6.0,13.0,38.714285714285715,17.5,-0.97,45.535469107551485,19899.0,4.0,4.0,4.0,4.0,45.535469107551485
495,E10000023,2019,201819.0,E12000003,Yorkshire and The Humber,North Yorkshire,,,-1.56,7.0,359.0,3.0,83.0,0.0,22.0,0.0,5.0,52.0,12.0,,,,,,18039.0,430.0,430.0,7.0,359.0,0.0,22.0,52.0,3.0,83.0,0.0,5.0,12.0,36.0,22.177777777777777,-1.56,41.95116279069767,18039.0,4.0,4.0,4.0,4.0,41.95116279069767
344,E10000023,2020,201920.0,E12000003,Yorkshire and The Humber,North Yorkshire,,,,,345.0,,78.0,0.0,26.0,0.0,6.0,51.0,12.0,,,,,,18530.0,443.0,443.0,1.0,345.0,0.0,26.0,51.0,0.2257336343115124,78.0,0.0,6.0,12.0,34.42857142857143,23.86,-1.1673333333333333,41.82844243792325,18530.0,4.0,4.0,4.0,4.0,41.82844243792325
194,E10000023,2021,202021.0,E12000003,Yorkshire and The Humber,North Yorkshire,,17.1,,8.0,345.0,4.0,82.0,0.0,18.0,0.0,4.0,31.0,7.0,,,,,,23032.0,422.0,422.0,8.0,345.0,0.0,18.0,31.0,4.0,82.0,0.0,4.0,7.0,34.42857142857143,17.1,-1.1673333333333333,54.5781990521327,23032.0,4.0,4.0,4.0,4.0,54.5781990521327
45,E10000023,2022,202122.0,E12000003,Yorkshire and The Humber,North Yorkshire,,24.2,-0.81,,339.0,,79.0,0.0,20.0,0.0,5.0,45.0,10.0,03/07/2023,4.0,4.0,4.0,4.0,24026.0,429.0,429.0,5.0,339.0,0.0,20.0,45.0,1.1655011655011656,79.0,0.0,5.0,10.0,27.333333333333332,24.2,-0.81,56.004662004662,24026.0,4.0,4.0,4.0,4.0,56.004662004662
654,E10000021,2018,201718.0,E12000004,East Midlands,Northamptonshire,33.0,10.2,-0.98,32.0,827.0,7.0,76.0,0.0,522.0,0.0,48.0,126.0,12.0,,,,,,73263.0,1092.0,1092.0,32.0,827.0,0.0,522.0,126.0,7.0,76.0,0.0,48.0,12.0,33.0,10.2,-0.98,67.09065934065934,73263.0,2.0,2.0,2.0,2.0,67.09065934065934
505,E10000021,2019,201819.0,E12000004,East Midlands,Northamptonshire,25.0,25.4,-1.11,24.0,845.0,5.0,75.0,0.0,534.0,0.0,48.0,137.0,12.0,,,,,,84218.0,1122.0,1122.0,24.0,845.0,0.0,534.0,137.0,5.0,75.0,0.0,48.0,12.0,25.0,25.4,-1.11,75.06060606060606,84218.0,2.0,2.0,2.0,2.0,75.06060606060606
354,E10000021,2020,201920.0,E12000004,East Midlands,Northamptonshire,,28.4,,18.0,862.0,3.0,75.0,0.0,485.0,0.0,42.0,152.0,13.0,,,,,,82425.0,1157.0,1157.0,18.0,862.0,0.0,485.0,152.0,3.0,75.0,0.0,42.0,13.0,33.01180404479897,28.4,-1.2386981810490694,71.24027657735523,82425.0,2.0,2.0,2.0,2.0,71.24027657735523
204,E10000021,2021,202021.0,E12000004,East Midlands,Northamptonshire,,32.0,,17.0,857.0,3.0,75.0,0.0,429.0,0.0,38.0,108.0,9.0,,,,,,88426.0,1144.0,1144.0,17.0,857.0,0.0,429.0,108.0,3.0,75.0,0.0,38.0,9.0,33.01180404479897,32.0,-1.2386981810490694,77.29545454545455,88426.0,2.0,2.0,2.0,2.0,77.29545454545455
748,E10000021,2022,202122.0,E12000004,East Midlands,Northamptonshire,26.24788494077834,19.56285956006768,-1.058756345177665,,615.0,,51.769881556683586,0.0,420.0,0.0,35.44247038917089,155.0,13.0,03/10/2022,2.0,2.0,2.0,2.0,86121.0,1183.0,1183.0,2.0,615.0,0.0,420.0,155.0,0.16906170752324598,51.76988155668359,0.0,35.44247038917089,13.0,26.24788494077834,19.56285956006768,-1.058756345177665,72.79881656804734,86121.0,2.0,2.0,2.0,2.0,72.79881656804734
606,E06000057,2018,201718.0,E12000001,North East,Northumberland,,,-1.38,8.0,276.0,5.0,72.0,13.0,58.0,5.0,15.0,56.0,15.0,,,,,,14958.0,386.0,386.0,8.0,276.0,13.0,58.0,56.0,5.0,72.0,5.0,15.0,15.0,41.833333333333336,21.266666666666666,-1.38,38.751295336787564,14958.0,3.0,3.0,3.0,3.0,38.751295336787564
457,E06000057,2019,201819.0,E12000001,North East,Northumberland,50.0,,-1.54,,263.0,,71.0,14.0,58.0,6.0,16.0,44.0,12.0,,,,,,17061.0,370.0,370.0,1.0,263.0,14.0,58.0,44.0,0.2702702702702703,71.0,6.0,16.0,12.0,50.0,22.14,-1.54,46.11081081081081,17061.0,3.0,3.0,3.0,3.0,46.11081081081081
306,E06000057,2020,201920.0,E12000001,North East,Northumberland,,28.6,,6.0,317.0,3.0,73.0,7.0,57.0,3.0,13.0,41.0,9.0,20/01/2020,3.0,3.0,3.0,3.0,17638.0,434.0,434.0,6.0,317.0,7.0,57.0,41.0,3.0,73.0,3.0,13.0,9.0,43.77272727272727,28.6,-1.4188888888888889,40.64055299539171,17638.0,3.0,3.0,3.0,3.0,40.64055299539171
156,E06000057,2021,202021.0,E12000001,North East,Northumberland,,35.1,,,313.0,,72.0,9.0,58.0,3.0,13.0,60.0,14.0,,,,,,20092.0,436.0,436.0,2.0,313.0,9.0,58.0,60.0,0.45871559633027525,72.0,3.0,13.0,14.0,43.77272727272727,35.1,-1.4188888888888889,46.08256880733945,20092.0,3.0,3.0,3.0,3.0,46.08256880733945
7,E06000057,2022,202122.0,E12000001,North East,Northumberland,,18.4,-1.53,,305.0,,72.0,15.0,59.0,5.0,14.0,42.0,10.0,,,,,,23029.0,425.0,425.0,5.0,305.0,15.0,59.0,42.0,1.1764705882352942,72.0,5.0,14.0,10.0,39.875,18.4,-1.53,54.18588235294118,23029.0,3.0,3.0,3.0,3.0,54.18588235294118
655,E06000018,2018,201718.0,E12000004,East Midlands,Nottingham,45.0,17.9,-1.13,18.0,227.0,6.0,37.0,32.0,328.0,7.0,53.0,61.0,10.0,,,,,,30423.0,616.0,616.0,18.0,227.0,32.0,328.0,61.0,6.0,37.0,7.0,53.0,10.0,45.0,17.9,-1.13,49.38798701298701,30423.0,1.0,2.0,2.0,1.0,49.38798701298701
506,E06000018,2019,201819.0,E12000004,East Midlands,Nottingham,,20.5,-1.2,9.0,237.0,3.0,38.0,18.0,304.0,4.0,48.0,68.0,11.0,,,,,,30326.0,628.0,628.0,9.0,237.0,18.0,304.0,68.0,3.0,38.0,4.0,48.0,11.0,36.857142857142854,20.5,-1.2,48.289808917197455,30326.0,1.0,2.0,2.0,1.0,48.289808917197455
355,E06000018,2020,201920.0,E12000004,East Midlands,Nottingham,,18.2,,15.0,239.0,4.0,36.0,16.0,289.0,4.0,44.0,67.0,10.0,,,,,,29498.0,656.0,656.0,15.0,239.0,16.0,289.0,67.0,4.0,36.0,4.0,44.0,10.0,33.01180404479897,18.2,-1.2386981810490694,44.96646341463415,29498.0,1.0,2.0,2.0,1.0,44.96646341463415
205,E06000018,2021,202021.0,E12000004,East Midlands,Nottingham,,32.7,,7.0,256.0,2.0,37.0,27.0,309.0,6.0,45.0,68.0,10.0,,,,,,33887.0,684.0,684.0,7.0,256.0,27.0,309.0,68.0,2.0,37.0,6.0,45.0,10.0,33.01180404479897,32.7,-1.2386981810490694,49.542397660818715,33887.0,1.0,2.0,2.0,1.0,49.542397660818715
