,la_code,reporting_year,academic_year,region_code,region_name,la_name,pt_ks2_expectations,pt_ks4_expectations,avg_p8score,num_convictions,num_placed_inside_la,pt_convictions,pt_placed_inside_la,num_substance,num_private_provis,pt_substance,pt_private_provis,num_3_more_placemts,pt_3_more_placemts,inspection_date,ofsted_overall,ofsted_leaders,ofsted_help_protection,ofsted_care,cla_budget,number_in_care,number_in_care_filled,num_convictions_filled,num_placed_inside_la_filled,num_substance_filled,num_private_provis_filled,num_3_more_placemts_filled,pt_convictions_filled,pt_placed_inside_la_filled,pt_substance_filled,pt_private_provis_filled,pt_3_more_placemts_filled,pt_ks2_expectations_filled,pt_ks4_expectations_filled,avg_p8score_filled,per_child_spend,cla_budget_filled,ofsted_overall_filled,ofsted_leaders_filled,ofsted_care_filled,ofsted_help_protection_filled,budget_per_child
729,E09000002,2018,201718.0,E13000002,Outer London,Barking and Dagenham,43.0,,-1.12,11.0,153.0,5.0,37.0,0.0,138.0,0.0,34.0,44.0,11.0,,,,,,21178.0,409.0,409.0,11.0,153.0,0.0,138.0,44.0,5.0,37.0,0.0,34.0,11.0,43.0,26.04,-1.12,51.779951100244496,21178.0,2.0,2.0,2.0,2.0,51.779951100244496
580,E09000002,2019,201819.0,E13000002,Outer London,Barking and Dagenham,59.0,28.6,-0.74,7.0,163.0,3.0,39.0,,129.0,,31.0,41.0,10.0,,,,,,20019.0,414.0,414.0,7.0,163.0,1.0,129.0,41.0,3.0,39.0,0.24154589371980675,31.0,10.0,59.0,28.6,-0.74,48.35507246376812,20019.0,2.0,2.0,2.0,2.0,48.35507246376812
431,E09000002,2020,201920.0,E13000002,Outer London,Barking and Dagenham,,37.9,,,155.0,,39.0,,137.0,,34.0,36.0,9.0,,,,,,19372.0,402.0,402.0,3.0,155.0,6.0,137.0,36.0,0.7462686567164178,39.0,1.4925373134328357,34.0,9.0,48.77777777777778,37.9,-1.3151923076923078,48.18905472636816,19372.0,2.0,2.0,2.0,2.0,48.18905472636816
280,E09000002,2021,202021.0,E13000002,Outer London,Barking and Dagenham,,30.8,,,147.0,,38.0,0.0,144.0,0.0,37.0,43.0,11.0,,,,,,18399.0,391.0,391.0,5.0,147.0,0.0,144.0,43.0,1.278772378516624,38.0,0.0,37.0,11.0,48.77777777777778,30.8,-1.3151923076923078,47.05626598465473,18399.0,2.0,2.0,2.0,2.0,47.05626598465473
130,E09000002,2022,202122.0,E13000002,Outer London,Barking and Dagenham,50.0,,-1.29,,163.0,,39.0,0.0,153.0,0.0,37.0,52.0,13.0,10/07/2023,2.0,2.0,2.0,2.0,21009.0,413.0,413.0,4.0,163.0,0.0,153.0,52.0,0.9685230024213075,39.0,0.0,37.0,13.0,50.0,31.557142857142857,-1.29,50.869249394673126,21009.0,2.0,2.0,2.0,2.0,50.869249394673126
730,E09000003,2018,201718.0,E13000002,Outer London,Barnet,,,-0.93,,117.0,,36.0,0.0,162.0,0.0,49.0,37.0,11.0,,,,,,21169.0,328.0,328.0,4.0,117.0,0.0,162.0,37.0,1.2195121951219512,36.0,0.0,49.0,11.0,52.333333333333336,26.04,-0.93,64.53963414634147,21169.0,3.0,3.0,3.0,3.0,64.53963414634147
581,E09000003,2019,201819.0,E13000002,Outer London,Barnet,,,-0.83,0.0,119.0,0.0,38.0,,132.0,,42.0,38.0,12.0,13/05/2019,3.0,3.0,3.0,3.0,23079.0,312.0,312.0,0.0,119.0,3.0,132.0,38.0,0.0,38.0,0.9615384615384616,42.0,12.0,46.666666666666664,25.6,-0.83,73.97115384615384,23079.0,3.0,3.0,3.0,3.0,73.97115384615384
432,E09000003,2020,201920.0,E13000002,Outer London,Barnet,,24.1,,0.0,122.0,0.0,37.0,0.0,159.0,0.0,49.0,38.0,12.0,,,,,,26322.0,327.0,327.0,0.0,122.0,0.0,159.0,38.0,0.0,37.0,0.0,49.0,12.0,48.77777777777778,24.1,-1.3151923076923078,80.4954128440367,26322.0,3.0,3.0,3.0,3.0,80.4954128440367
281,E09000003,2021,202021.0,E13000002,Outer London,Barnet,,35.3,,,116.0,,36.0,0.0,166.0,0.0,51.0,30.0,9.0,,,,,,29824.0,323.0,323.0,3.0,116.0,0.0,166.0,30.0,0.9287925696594427,36.0,0.0,51.0,9.0,48.77777777777778,35.3,-1.3151923076923078,92.3343653250774,29824.0,3.0,3.0,3.0,3.0,92.3343653250774
131,E09000003,2022,202122.0,E13000002,Outer London,Barnet,,,-1.79,,128.0,,38.0,0.0,180.0,0.0,54.0,34.0,10.0,,,,,,31240.0,333.0,333.0,4.0,128.0,0.0,180.0,34.0,1.2012012012012012,38.0,0.0,54.0,10.0,47.333333333333336,31.557142857142857,-1.79,93.81381381381381,31240.0,3.0,3.0,3.0,3.0,93.81381381381381
634,E08000016,2018,201718.0,E12000003,Yorkshire and The Humber,Barnsley,,43.8,-0.43,,211.0,,68.0,6.0,79.0,3.0,25.0,28.0,9.0,08/10/2018,3.0,3.0,3.0,3.0,19275.0,310.0,310.0,2.0,211.0,6.0,79.0,28.0,0.6451612903225806,68.0,3.0,25.0,9.0,38.714285714285715,43.8,-0.43,62.17741935483871,19275.0,3.0,3.0,3.0,3.0,62.17741935483871
485,E08000016,2019,201819.0,E12000003,Yorkshire and The Humber,Barnsley,,,-0.61,9.0,207.0,7.0,69.0,7.0,82.0,3.0,27.0,33.0,11.0,,,,,,19642.0,301.0,301.0,9.0,207.0,7.0,82.0,33.0,7.0,69.0,3.0,27.0,11.0,36.0,22.177777777777777,-0.61,65.25581395348837,19642.0,3.0,3.0,3.0,3.0,65.25581395348837
334,E08000016,2020,201920.0,E12000003,Yorkshire and The Humber,Barnsley,,,,,220.0,,73.0,,85.0,,28.0,23.0,8.0,,,,,,19498.0,300.0,300.0,4.0,220.0,3.0,85.0,23.0,1.3333333333333335,73.0,1.0,28.0,8.0,34.42857142857143,23.86,-1.1673333333333333,64.99333333333334,19498.0,3.0,3.0,3.0,3.0,64.99333333333334
184,E08000016,2021,202021.0,E12000003,Yorkshire and The Humber,Barnsley,,52.6,,,243.0,,74.0,,75.0,,23.0,16.0,5.0,,,,,,20402.0,330.0,330.0,4.0,243.0,3.0,75.0,16.0,1.2121212121212122,74.0,0.9090909090909091,23.0,5.0,34.42857142857143,52.6,-1.1673333333333333,61.82424242424243,20402.0,3.0,3.0,3.0,3.0,61.82424242424243
35,E08000016,2022,202122.0,E12000003,Yorkshire and The Humber,Barnsley,,,-0.88,,247.0,,71.0,,98.0,,28.0,39.0,11.0,,,,,,23803.0,348.0,348.0,6.0,247.0,1.0,98.0,39.0,1.7241379310344827,71.0,0.28735632183908044,28.0,11.0,27.333333333333332,23.93,-0.88,68.39942528735632,23803.0,3.0,3.0,3.0,3.0,68.39942528735632
702,E06000022,2018,201718.0,E12000009,South West,Bath and North East Somerset,,50.0,-0.45,6.0,55.0,7.0,33.0,,69.0,,41.0,18.0,11.0,,,,,,6809.0,169.0,169.0,6.0,55.0,2.0,69.0,18.0,7.0,33.0,1.183431952662722,41.0,11.0,40.0,50.0,-0.45,40.289940828402365,6809.0,3.0,3.0,3.0,3.0,40.289940828402365
553,E06000022,2019,201819.0,E12000009,South West,Bath and North East Somerset,,,-0.82,,68.0,,35.0,,77.0,,40.0,18.0,9.0,,,,,,8342.0,192.0,192.0,1.0,68.0,3.0,77.0,18.0,0.5208333333333333,35.0,1.5625,40.0,9.0,35.75,17.880000000000003,-0.82,43.447916666666664,8342.0,3.0,3.0,3.0,3.0,43.447916666666664
402,E06000022,2020,201920.0,E12000009,South West,Bath and North East Somerset,,,,,54.0,,30.0,,70.0,,39.0,17.0,9.0,,,,,,9487.0,180.0,180.0,6.0,54.0,6.0,70.0,17.0,3.3333333333333335,30.0,3.3333333333333335,39.0,9.0,37.166666666666664,26.055555555555557,-1.333976528059097,52.705555555555556,9487.0,3.0,3.0,3.0,3.0,52.705555555555556
252,E06000022,2021,202021.0,E12000009,South West,Bath and North East Somerset,,,,0.0,54.0,0.0,30.0,,71.0,,40.0,12.0,7.0,,,,,,10974.0,179.0,179.0,0.0,54.0,6.0,71.0,12.0,0.0,30.0,3.35195530726257,40.0,7.0,37.166666666666664,31.327272727272728,-1.333976528059097,61.3072625698324,10974.0,3.0,3.0,3.0,3.0,61.3072625698324
102,E06000022,2022,202122.0,E12000009,South West,Bath and North East Somerset,,,-0.69,0.0,63.0,0.0,32.0,,76.0,,39.0,14.0,7.0,28/02/2022,3.0,3.0,3.0,3.0,12659.0,196.0,196.0,0.0,63.0,4.0,76.0,14.0,0.0,32.0,2.0408163265306123,39.0,7.0,35.75,22.571428571428573,-0.69,64.58673469387755,12659.0,3.0,3.0,3.0,3.0,64.58673469387755
672,E06000055,2018,201718.0,E12000006,East of England,Bedford,,,,,136.0,,57.0,,114.0,,48.0,26.0,11.0,,,,,,13840.0,239.0,239.0,6.0,136.0,2.0,114.0,26.0,2.510460251046025,57.0,0.8368200836820083,48.0,11.0,36.875,21.085714285714285,-1.2189999999999999,57.90794979079498,13840.0,3.0,3.0,3.0,3.0,57.90794979079498
523,E06000055,2019,201819.0,E12000006,East of England,Bedford,,,-0.95,,123.0,,53.0,,108.0,,47.0,22.0,9.0,,,,,,15028.0,232.0,232.0,6.0,123.0,2.0,108.0,22.0,2.586206896551724,53.0,0.8620689655172413,47.0,9.0,34.666666666666664,20.24285714285714,-0.95,64.77586206896552,15028.0,3.0,3.0,3.0,3.0,64.77586206896552
372,E06000055,2020,201920.0,E12000006,East of England,Bedford,,,,,121.0,,48.0,,133.0,,53.0,35.0,14.0,,,,,,14045.0,253.0,253.0,5.0,121.0,3.0,133.0,35.0,1.9762845849802373,48.0,1.185770750988142,53.0,14.0,34.52173913043478,27.77,-1.1896875,55.51383399209486,14045.0,3.0,3.0,3.0,3.0,55.51383399209486
222,E06000055,2021,202021.0,E12000006,East of England,Bedford,,,,,135.0,,50.0,,129.0,,47.0,25.0,9.0,15/11/2021,3.0,3.0,3.0,3.0,13838.0,272.0,272.0,4.0,135.0,3.0,129.0,25.0,1.4705882352941175,50.0,1.1029411764705883,47.0,9.0,34.52173913043478,27.01111111111111,-1.1896875,50.875,13838.0,3.0,3.0,3.0,3.0,50.875
72,E06000055,2022,202122.0,E12000006,East of England,Bedford,,29.2,-1.76,,128.0,,47.0,0.0,150.0,0.0,55.0,36.0,13.0,,,,,,18661.0,272.0,272.0,3.0,128.0,0.0,150.0,36.0,1.1029411764705883,47.0,0.0,55.0,13.0,31.166666666666668,29.2,-1.76,68.60661764705883,18661.0,3.0,3.0,3.0,3.0,68.60661764705883
731,E09000004,2018,201718.0,E13000002,Outer London,Bexley,,,-1.1,0.0,118.0,0.0,49.0,11.0,73.0,7.0,30.0,26.0,11.0,,,,,,18604.0,240.0,240.0,0.0,118.0,11.0,73.0,26.0,0.0,49.0,7.0,30.0,11.0,52.333333333333336,26.04,-1.1,77.51666666666667,18604.0,4.0,4.0,3.0,3.0,77.51666666666667
582,E09000004,2019,201819.0,E13000002,Outer London,Bexley,,,-0.87,0.0,115.0,0.0,51.0,6.0,74.0,4.0,33.0,28.0,12.0,,,,,,18963.0,227.0,227.0,0.0,115.0,6.0,74.0,28.0,0.0,51.0,4.0,33.0,12.0,46.666666666666664,25.6,-0.87,83.53744493392071,18963.0,4.0,4.0,3.0,3.0,83.53744493392071
433,E09000004,2020,201920.0,E13000002,Outer London,Bexley,,,,,119.0,,54.0,9.0,68.0,7.0,31.0,21.0,10.0,,,,,,18841.0,221.0,221.0,2.0,119.0,9.0,68.0,21.0,0.904977375565611,54.0,7.0,31.0,10.0,48.77777777777778,27.84166666666667,-1.3151923076923078,85.25339366515837,18841.0,4.0,4.0,3.0,3.0,85.25339366515837
282,E09000004,2021,202021.0,E13000002,Outer London,Bexley,,,,0.0,113.0,0.0,48.0,,78.0,,33.0,25.0,11.0,,,,,,19071.0,234.0,234.0,0.0,113.0,6.0,78.0,25.0,0.0,48.0,2.564102564102564,33.0,11.0,48.77777777777778,36.49090909090909,-1.3151923076923078,81.5,19071.0,4.0,4.0,3.0,3.0,81.5
132,E09000004,2022,202122.0,E13000002,Outer London,Bexley,,,-2.69,0.0,107.0,0.0,46.0,8.0,88.0,5.0,38.0,20.0,9.0,06/02/2023,4.0,4.0,3.0,3.0,18939.0,234.0,234.0,0.0,107.0,8.0,88.0,20.0,0.0,46.0,5.0,38.0,9.0,47.333333333333336,31.557142857142857,-2.69,80.93589743589743,18939.0,4.0,4.0,3.0,3.0,80.93589743589743
658,E08000025,2018,201718.0,E12000005,West Midlands,Birmingham,35.0,15.2,-1.12,48.0,1210.0,5.0,63.0,38.0,847.0,3.0,44.0,219.0,11.0,,,,,,112255.0,1921.0,1921.0,48.0,1210.0,38.0,847.0,219.0,5.0,63.0,3.0,44.0,11.0,35.0,15.2,-1.12,58.435710567412805,112255.0,3.0,3.0,3.0,3.0,58.435710567412805
509,E08000025,2019,201819.0,E12000005,West Midlands,Birmingham,38.0,18.2,-1.01,46.0,1169.0,5.0,60.0,39.0,918.0,3.0,47.0,228.0,12.0,,,,,,113739.0,1944.0,1944.0,46.0,1169.0,39.0,918.0,228.0,5.0,60.0,3.0,47.0,12.0,38.0,18.2,-1.01,58.507716049382715,113739.0,3.0,3.0,3.0,3.0,58.507716049382715
358,E08000025,2020,201920.0,E12000005,West Midlands,Birmingham,,34.1,,30.0,1144.0,3.0,60.0,26.0,868.0,2.0,45.0,183.0,10.0,,,,,,115636.0,1915.0,1915.0,30.0,1144.0,26.0,868.0,183.0,3.0,60.0,2.0,45.0,10.0,35.111111111111114,34.1,-1.1357142857142857,60.38433420365535,115636.0,3.0,3.0,3.0,3.0,60.38433420365535
208,E08000025,2021,202021.0,E12000005,West Midlands,Birmingham,,29.8,,15.0,1138.0,2.0,59.0,43.0,835.0,3.0,43.0,112.0,6.0,,,,,,134249.0,1922.0,1922.0,15.0,1138.0,43.0,835.0,112.0,2.0,59.0,3.0,43.0,6.0,35.111111111111114,29.8,-1.1357142857142857,69.84859521331946,134249.0,3.0,3.0,3.0,3.0,69.84859521331946
58,E08000025,2022,202122.0,E12000005,West Midlands,Birmingham,38.0,22.9,-1.2,17.0,1275.0,2.0,61.0,18.0,932.0,1.0,45.0,170.0,8.0,20/02/2023,3.0,3.0,3.0,3.0,133277.0,2094.0,2094.0,17.0,1275.0,18.0,932.0,170.0,2.0,61.0,1.0,45.0,8.0,38.0,22.9,-1.2,63.64708691499523,133277.0,3.0,3.0,3.0,3.0,63.64708691499523
611,E06000008,2018,201718.0,E12000002,North West,Blackburn with Darwen,,,-1.4,,213.0,,57.0,,65.0,,17.0,36.0,10.0,,,,,,12044.0,375.0,375.0,6.0,213.0,4.0,65.0,36.0,1.6,57.0,1.0666666666666667,17.0,10.0,40.5625,22.027272727272727,-1.4,32.117333333333335,12044.0,2.0,2.0,2.0,2.0,32.117333333333335
462,E06000008,2019,201819.0,E12000002,North West,Blackburn with Darwen,40.0,34.8,-0.89,,225.0,,56.0,0.0,95.0,0.0,24.0,46.0,12.0,,,,,,16331.0,400.0,400.0,3.0,225.0,0.0,95.0,46.0,0.75,56.0,0.0,24.0,12.0,40.0,34.8,-0.89,40.8275,16331.0,2.0,2.0,2.0,2.0,40.8275
311,E06000008,2020,201920.0,E12000002,North West,Blackburn with Darwen,,,,0.0,230.0,0.0,56.0,0.0,76.0,0.0,18.0,52.0,13.0,,,,,,15168.0,411.0,411.0,0.0,230.0,0.0,76.0,52.0,0.0,56.0,0.0,18.0,13.0,38.5,27.98125,-1.376231884057971,36.90510948905109,15168.0,2.0,2.0,2.0,2.0,36.90510948905109
161,E06000008,2021,202021.0,E12000002,North West,Blackburn with Darwen,,32.3,,0.0,198.0,0.0,53.0,,70.0,,19.0,27.0,7.0,,,,,,20579.0,374.0,374.0,0.0,198.0,2.0,70.0,27.0,0.0,53.0,0.53475935828877,19.0,7.0,38.5,32.3,-1.376231884057971,55.024064171122994,20579.0,2.0,2.0,2.0,2.0,55.024064171122994
12,E06000008,2022,202122.0,E12000002,North West,Blackburn with Darwen,,,-2.02,0.0,192.0,0.0,50.0,0.0,104.0,0.0,27.0,40.0,10.0,24/01/2022,2.0,2.0,2.0,2.0,19221.0,387.0,387.0,0.0,192.0,0.0,104.0,40.0,0.0,50.0,0.0,27.0,10.0,34.05555555555556,24.083333333333332,-2.02,49.666666666666664,19221.0,2.0,2.0,2.0,2.0,49.666666666666664
612,E06000009,2018,201718.0,E12000002,North West,Blackpool,42.0,,-1.44,22.0,281.0,9.0,53.0,28.0,163.0,7.0,31.0,72.0,14.0,,,,,,24863.0,533.0,533.0,22.0,281.0,28.0,163.0,72.0,9.0,53.0,7.0,31.0,14.0,42.0,22.027272727272727,-1.44,46.647279549718576,24863.0,2.0,2.0,3.0,2.0,46.647279549718576
463,E06000009,2019,201819.0,E12000002,North West,Blackpool,36.0,,-1.91,10.0,319.0,4.0,56.0,25.0,163.0,6.0,29.0,67.0,12.0,,,,,,21747.0,568.0,568.0,10.0,319.0,25.0,163.0,67.0,4.0,56.0,6.0,29.0,12.0,36.0,21.9375,-1.91,38.28697183098591,21747.0,2.0,2.0,3.0,2.0,38.28697183098591
312,E06000009,2020,201920.0,E12000002,North West,Blackpool,,14.3,,8.0,333.0,3.0,51.0,6.0,249.0,1.0,38.0,102.0,16.0,,,,,,23760.0,653.0,653.0,8.0,333.0,6.0,249.0,102.0,3.0,51.0,1.0,38.0,16.0,38.5,14.3,-1.376231884057971,36.38591117917305,23760.0,2.0,2.0,3.0,2.0,36.38591117917305
162,E06000009,2021,202021.0,E12000002,North West,Blackpool,,19.6,,14.0,309.0,5.0,51.0,23.0,269.0,5.0,44.0,70.0,11.0,,,,,,33709.0,609.0,609.0,14.0,309.0,23.0,269.0,70.0,5.0,51.0,5.0,44.0,11.0,38.5,19.6,-1.376231884057971,55.35139573070607,33709.0,2.0,2.0,3.0,2.0,55.35139573070607
13,E06000009,2022,202122.0,E12000002,North West,Blackpool,38.0,,-1.83,6.0,310.0,2.0,51.0,27.0,276.0,6.0,45.0,84.0,14.0,05/12/2022,2.0,2.0,2.0,3.0,40307.0,609.0,609.0,6.0,310.0,27.0,276.0,84.0,2.0,51.0,6.0,45.0,14.0,38.0,24.083333333333332,-1.83,66.18555008210181,40307.0,2.0,2.0,3.0,2.0,66.18555008210181
613,E08000001,2018,201718.0,E12000002,North West,Bolton,33.0,,-1.69,6.0,464.0,2.0,75.0,,68.0,,11.0,48.0,8.0,23/04/2018,3.0,3.0,3.0,3.0,19725.0,615.0,615.0,6.0,464.0,5.0,68.0,48.0,2.0,75.0,0.8130081300813009,11.0,8.0,33.0,22.027272727272727,-1.69,32.073170731707314,19725.0,3.0,3.0,3.0,3.0,32.073170731707314
464,E08000001,2019,201819.0,E12000002,North West,Bolton,33.0,,-1.49,8.0,460.0,3.0,71.0,12.0,101.0,2.0,16.0,53.0,8.0,,,,,,23965.0,644.0,644.0,8.0,460.0,12.0,101.0,53.0,3.0,71.0,2.0,16.0,8.0,33.0,21.9375,-1.49,37.212732919254655,23965.0,3.0,3.0,3.0,3.0,37.212732919254655
313,E08000001,2020,201920.0,E12000002,North West,Bolton,,,,,426.0,,67.0,10.0,127.0,2.0,20.0,45.0,7.0,,,,,,19837.0,632.0,632.0,5.0,426.0,10.0,127.0,45.0,0.7911392405063291,67.0,2.0,20.0,7.0,38.5,27.98125,-1.376231884057971,31.3876582278481,19837.0,3.0,3.0,3.0,3.0,31.3876582278481
163,E08000001,2021,202021.0,E12000002,North West,Bolton,,25.0,,,414.0,,67.0,10.0,122.0,2.0,20.0,39.0,6.0,,,,,,34990.0,617.0,617.0,5.0,414.0,10.0,122.0,39.0,0.8103727714748784,67.0,2.0,20.0,6.0,38.5,25.0,-1.376231884057971,56.70988654781199,34990.0,3.0,3.0,3.0,3.0,56.70988654781199
14,E08000001,2022,202122.0,E12000002,North West,Bolton,29.0,21.7,-1.15,,362.0,,66.0,,115.0,,21.0,38.0,7.0,,,,,,26111.0,548.0,548.0,3.0,362.0,4.0,115.0,38.0,0.5474452554744526,66.0,0.7299270072992701,21.0,7.0,29.0,21.7,-1.15,47.6478102189781,26111.0,3.0,3.0,3.0,3.0,47.6478102189781
749,E06000058,2018,201718.0,E12000009,South West,"Bournemouth, Christchurch and Poole",,17.977064220183486,-0.9815596330275229,13.0,219.0,5.0,50.43577981651376,59.0,136.0,19.183486238532108,31.15596330275229,38.0,8.564220183486238,,,,,,27651.0,436.0,436.0,13.0,219.0,59.0,136.0,38.0,5.0,50.43577981651376,19.183486238532108,31.15596330275229,8.564220183486238,40.0,17.977064220183486,-0.9815596330275229,63.419724770642205,27651.0,1.0,1.0,2.0,1.0,63.419724770642205
750,E06000058,2019,201819.0,E12000009,South West,"Bournemouth, Christchurch and Poole",,,-1.0154545454545454,,238.0,,54.127272727272725,58.0,110.0,19.145454545454545,24.89090909090909,22.0,4.745454545454545,,,,,,27784.0,440.0,440.0,13.227052306586863,238.0,58.0,110.0,22.0,3.0061482514970144,54.127272727272725,19.145454545454545,24.89090909090909,4.745454545454545,35.75,17.880000000000003,-1.0154545454545454,63.14545454545455,27784.0,1.0,1.0,2.0,1.0,63.14545454545455
403,E06000058,2020,201920.0,E12000009,South West,"Bournemouth, Christchurch and Poole",,30.2,,10.0,344.0,4.0,68.0,,129.0,,25.0,17.0,3.0,,,,,,26823.0,506.0,506.0,10.0,344.0,5.0,129.0,17.0,4.0,68.0,0.9881422924901186,25.0,3.0,37.166666666666664,30.2,-1.333976528059097,53.0098814229249,26823.0,1.0,1.0,2.0,1.0,53.0098814229249
253,E06000058,2021,202021.0,E12000009,South West,"Bournemouth, Christchurch and Poole",,28.2,,19.0,301.0,8.0,70.0,11.0,97.0,4.0,23.0,42.0,10.0,06/12/2021,1.0,1.0,1.0,2.0,29434.0,431.0,431.0,19.0,301.0,11.0,97.0,42.0,8.0,70.0,4.0,23.0,10.0,37.166666666666664,28.2,-1.333976528059097,68.29234338747099,29434.0,1.0,1.0,2.0,1.0,68.29234338747099
103,E06000058,2022,202122.0,E12000009,South West,"Bournemouth, Christchurch and Poole",,21.2,-1.02,13.0,296.0,6.0,61.0,10.0,141.0,3.0,29.0,34.0,7.0,,,,,,34640.0,486.0,486.0,13.0,296.0,10.0,141.0,34.0,6.0,61.0,3.0,29.0,7.0,35.75,21.2,-1.02,71.27572016460906,34640.0,1.0,1.0,2.0,1.0,71.27572016460906
683,E06000036,2018,201718.0,E12000008,South East,Bracknell Forest,,,-1.5,6.0,69.0,9.0,50.0,12.0,55.0,14.0,40.0,19.0,14.0,,,,,,6128.0,138.0,138.0,6.0,69.0,12.0,55.0,19.0,9.0,50.0,14.0,40.0,14.0,32.75,23.857142857142858,-1.5,44.405797101449274,6128.0,4.0,4.0,3.0,4.0,44.405797101449274
534,E06000036,2019,201819.0,E12000008,South East,Bracknell Forest,,,-1.01,,86.0,,54.0,12.0,53.0,11.0,34.0,31.0,20.0,,,,,,6919.0,158.0,158.0,1.0,86.0,12.0,53.0,31.0,0.6329113924050633,54.0,11.0,34.0,20.0,37.22222222222222,13.566666666666668,-1.01,43.79113924050633,6919.0,4.0,4.0,3.0,4.0,43.79113924050633
383,E06000036,2020,201920.0,E12000008,South East,Bracknell Forest,,,,,82.0,,58.0,,51.0,,36.0,22.0,15.0,,,,,,7853.0,142.0,142.0,3.0,82.0,4.0,51.0,22.0,2.112676056338028,58.0,2.8169014084507045,36.0,15.0,33.708333333333336,25.654545454545453,-1.326851851851852,55.30281690140845,7853.0,4.0,4.0,3.0,4.0,55.30281690140845
233,E06000036,2021,202021.0,E12000008,South East,Bracknell Forest,,,,,80.0,,55.0,9.0,62.0,8.0,42.0,17.0,12.0,,,,,,11126.0,146.0,146.0,1.0,80.0,9.0,62.0,17.0,0.684931506849315,55.0,8.0,42.0,12.0,33.708333333333336,30.585714285714285,-1.326851851851852,76.20547945205479,11126.0,4.0,4.0,3.0,4.0,76.20547945205479
83,E06000036,2022,202122.0,E12000008,South East,Bracknell Forest,,,-0.57,,64.0,,47.0,,60.0,,44.0,21.0,15.0,13/06/2022,4.0,4.0,4.0,3.0,11132.0,137.0,137.0,6.0,64.0,1.0,60.0,21.0,4.37956204379562,47.0,0.7299270072992701,44.0,15.0,30.285714285714285,21.418181818181818,-0.57,81.25547445255475,11132.0,4.0,4.0,3.0,4.0,81.25547445255475
635,E08000032,2018,201718.0,E12000003,Yorkshire and The Humber,Bradford,28.0,11.5,-0.95,25.0,765.0,5.0,78.0,,139.0,,14.0,107.0,11.0,,,,,,38022.0,986.0,986.0,25.0,765.0,3.0,139.0,107.0,5.0,78.0,0.3042596348884381,14.0,11.0,28.0,11.5,-0.95,38.56186612576065,38022.0,1.0,1.0,1.0,1.0,38.56186612576065
486,E08000032,2019,201819.0,E12000003,Yorkshire and The Humber,Bradford,33.0,14.9,-1.18,27.0,901.0,6.0,78.0,,201.0,,17.0,141.0,12.0,,,,,,43272.0,1159.0,1159.0,27.0,901.0,3.0,201.0,141.0,6.0,78.0,0.2588438308886971,17.0,12.0,33.0,14.9,-1.18,37.33563416738568,43272.0,1.0,1.0,1.0,1.0,37.33563416738568
335,E08000032,2020,201920.0,E12000003,Yorkshire and The Humber,Bradford,,23.8,,20.0,953.0,4.0,76.0,,289.0,,23.0,164.0,13.0,,,,,,45087.0,1246.0,1246.0,20.0,953.0,2.0,289.0,164.0,4.0,76.0,0.16051364365971107,23.0,13.0,34.42857142857143,23.8,-1.1673333333333333,36.18539325842696,45087.0,1.0,1.0,1.0,1.0,36.18539325842696
185,E08000032,2021,202021.0,E12000003,Yorkshire and The Humber,Bradford,,27.1,,12.0,994.0,2.0,74.0,,335.0,,25.0,120.0,9.0,,,,,,59235.0,1347.0,1347.0,12.0,994.0,5.0,335.0,120.0,2.0,74.0,0.3711952487008166,25.0,9.0,34.42857142857143,27.1,-1.1673333333333333,43.97550111358574,59235.0,1.0,1.0,1.0,1.0,43.97550111358574
36,E08000032,2022,202122.0,E12000003,Yorkshire and The Humber,Bradford,31.0,25.6,-1.3,21.0,1016.0,4.0,70.0,6.0,401.0,1.0,28.0,110.0,8.0,21/11/2022,1.0,1.0,1.0,1.0,61869.0,1447.0,1447.0,21.0,1016.0,6.0,401.0,110.0,4.0,70.0,1.0,28.0,8.0,31.0,25.6,-1.3,42.75673807878369,61869.0,1.0,1.0,1.0,1.0,42.75673807878369
732,E09000005,2018,201718.0,E13000002,Outer London,Brent,,,-1.56,12.0,132.0,7.0,42.0,33.0,154.0,15.0,49.0,44.0,14.0,,,,,,20483.0,317.0,317.0,12.0,132.0,33.0,154.0,44.0,7.0,42.0,15.0,49.0,14.0,52.333333333333336,26.04,-1.56,64.61514195583597,20483.0,3.0,3.0,3.0,3.0,64.61514195583597
583,E09000005,2019,201819.0,E13000002,Outer London,Brent,,,-1.47,14.0,118.0,8.0,39.0,17.0,163.0,9.0,54.0,42.0,14.0,,,,,,24473.0,300.0,300.0,14.0,118.0,17.0,163.0,42.0,8.0,39.0,9.0,54.0,14.0,46.666666666666664,25.6,-1.47,81.57666666666667,24473.0,3.0,3.0,3.0,3.0,81.57666666666667
434,E09000005,2020,201920.0,E13000002,Outer London,Brent,,25.0,,12.0,119.0,7.0,40.0,21.0,150.0,11.0,50.0,48.0,16.0,,,,,,26204.0,299.0,299.0,12.0,119.0,21.0,150.0,48.0,7.0,40.0,11.0,50.0,16.0,48.77777777777778,25.0,-1.3151923076923078,87.63879598662207,26204.0,3.0,3.0,3.0,3.0,87.63879598662207
